wall,cpu,seed,pinned,pumps,paused,state,phase,path,computing,waypoints,clearanceProbes,moving,speed,x,y,z,targetId,targetDist,stillFor,failure
1789507617.495,8103.257,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507617.760,8103.522,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507618.028,8103.789,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507618.295,8104.056,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507618.562,8104.324,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507618.828,8104.589,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507619.095,8104.856,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507619.364,8105.125,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507619.628,8105.390,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507619.894,8105.655,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507620.162,8105.923,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507620.427,8106.188,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507620.693,8106.455,0.000,nil,2.000,false,DORMANT,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
